state_name,district_name,market_center_name,Variety,group_name,Arrival(Tonnes),MIN,MAX,MODAL(Per Q),date_arrival
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,130,1620,1720,1670,20-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,130,1640,1740,1690,19-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1640,1740,1690,18-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1640,1740,1690,17-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1610,1710,1660,16-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,70,1610,1710,1660,14-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,100,1610,1710,1660,13-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1620,1730,1670,12-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1610,1710,1660,10-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1600,1700,1650,09-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,100,1600,1700,1650,08-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1600,1700,1650,07-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1600,1700,1650,06-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1600,1700,1650,05-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1600,1700,1650,04-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1600,1700,1650,03-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,100,1600,1700,1650,02-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1590,1690,1640,01-Aug-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,80,1590,1700,1640,30-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,80,1590,1690,1640,29-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1580,1700,1630,28-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1570,1670,1620,27-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1570,1670,1620,26-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1560,1660,1610,25-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1550,1650,1600,24-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,130,1560,1660,1610,23-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1550,1650,1600,22-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,120,1520,1640,1590,21-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,120,1530,1630,1580,20-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,130,1530,1630,1580,19-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,120,1530,1630,1580,18-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,170,1530,1630,1580,17-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,100,1540,1640,1590,16-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1520,1620,1570,15-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,70,1480,1580,1530,14-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,60,1480,1590,1530,13-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,80,1480,1580,1530,12-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1450,1550,1500,11-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,90,1450,1550,1500,09-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,110,1450,1550,1500,08-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,120,1450,1550,1500,07-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,170,1410,1510,1460,06-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,150,1420,1500,1460,05-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,170,1400,1500,1440,04-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,170,1400,1460,1430,03-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,180,1360,1460,1410,01-Jul-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,120,1350,1450,1400,29-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,150,1340,1440,1390,28-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,190,1330,1430,1380,27-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,230,1330,1430,1380,26-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,220,1330,1430,1380,25-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,240,1330,1430,1380,24-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,230,1320,1430,1380,23-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,220,1320,1420,1370,22-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,240,1320,1430,1370,21-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,260,1330,1430,1380,20-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,250,1330,1430,1380,19-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,240,1330,1430,1380,18-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,220,1330,1430,1380,17-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,250,1320,1420,1370,16-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,1310,1410,1360,15-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1310,1410,1360,14-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1310,1410,1360,13-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,280,1310,1410,1360,12-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,1310,1410,1360,11-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,250,1310,1410,1360,10-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,1310,1410,1360,09-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1310,1410,1360,08-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,1310,1410,1360,07-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1310,1410,1360,06-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,450,1300,1400,1350,05-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,1300,1400,1350,04-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1300,1400,1350,03-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1250,1350,1300,02-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,1250,1350,1300,01-Jun-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1250,1350,1300,30-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,550,1250,1350,1300,29-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1250,1350,1300,28-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,1250,1350,1300,27-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1250,1350,1300,26-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1200,1280,1240,25-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,1200,1280,1240,24-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,1180,1290,1230,23-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,1110,1190,1150,22-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,450,1040,1140,1090,21-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,1020,1150,1070,20-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,450,1000,1120,1060,19-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,700,1000,1100,1050,18-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,700,1000,1100,1050,17-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,612,1000,1100,1050,16-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,900,1100,1000,13-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,950,1050,1000,12-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,800,940,1040,980,11-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,700,940,1040,980,10-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,800,940,1040,980,09-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,940,1040,980,08-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,700,920,1040,980,06-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,930,1030,970,05-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,650,920,1030,970,04-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,910,1030,970,02-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,550,920,1030,970,01-May-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,930,1040,980,29-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,920,1020,970,28-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,700,920,1020,970,27-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,910,1010,960,26-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,670,910,1010,960,25-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,550,910,1010,960,24-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,620,900,1000,950,23-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,900,1000,950,22-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,550,900,1000,950,21-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,520,890,1000,950,20-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,550,860,970,910,19-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,600,810,950,890,18-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,500,840,950,890,17-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,570,840,950,890,16-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,520,840,940,890,15-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,450,840,940,890,14-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,840,950,890,13-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,810,920,870,12-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,440,820,940,880,11-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,830,930,880,10-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,450,820,930,880,09-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,450,830,940,880,08-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,800,900,850,07-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,800,900,850,06-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,800,900,850,05-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,800,900,850,04-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,410,800,900,850,03-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,810,910,860,02-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,410,820,920,870,01-Apr-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,440,810,920,870,30-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,410,830,940,880,29-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,820,930,870,28-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,820,950,880,27-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,850,950,900,26-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,900,1000,940,25-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,900,1000,940,24-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,910,1010,960,23-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,920,1020,970,22-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,970,1090,1020,21-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,970,1090,1030,20-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,970,1070,1020,19-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,970,1100,1020,16-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,970,1090,1020,15-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,1000,1090,1040,14-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,360,1000,1100,1040,13-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,1000,1080,1040,12-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,1000,1100,1040,11-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,1000,1100,1040,10-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,1040,1130,1080,09-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,1020,1120,1070,08-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,360,1040,1140,1070,07-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,1010,1110,1060,06-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1000,1120,1050,05-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,850,1000,940,04-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,840,950,890,03-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,840,950,890,02-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,840,950,890,01-Mar-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,840,940,880,27-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,340,780,900,830,26-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,700,900,800,25-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,700,900,800,24-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,750,900,800,22-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,750,850,800,21-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,750,850,800,20-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,740,850,800,19-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,750,850,800,18-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,750,850,800,17-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,750,850,800,16-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,720,840,780,15-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,690,800,740,14-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,700,800,750,13-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,700,800,750,12-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,700,810,750,11-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,700,810,750,10-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,700,820,760,09-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,710,820,760,08-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,720,840,770,07-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,720,830,770,06-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,720,840,780,05-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,730,840,780,04-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,700,900,800,03-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,800,910,850,02-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,780,900,840,01-Feb-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,780,900,840,30-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,780,900,830,29-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,790,900,840,28-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,790,900,840,27-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,790,900,840,25-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,270,800,900,850,24-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,270,800,910,850,23-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,260,800,910,850,22-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,800,910,850,21-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,800,900,850,20-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,810,910,860,19-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,800,910,850,18-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,790,910,850,17-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,280,780,900,850,16-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,270,790,900,840,15-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,800,910,850,14-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,280,780,930,850,13-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,760,910,830,12-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,800,920,850,11-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,280,780,920,830,10-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,260,750,910,830,09-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,770,900,820,08-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,340,770,900,830,07-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,750,900,820,06-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,380,750,900,820,05-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,770,900,820,04-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,750,900,820,03-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,770,900,820,02-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,770,900,820,01-Jan-22
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,420,800,940,870,30-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,700,1000,900,29-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,900,1000,950,28-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,900,1100,1000,27-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,900,1100,1000,26-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,390,900,1100,1000,25-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,400,900,1100,1000,24-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,800,1100,1000,23-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,900,1100,1000,22-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,370,900,1100,1000,21-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,360,1000,1100,1050,20-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,360,1000,1150,1050,19-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,330,1000,1200,1100,18-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1000,1200,1100,17-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1000,1200,1100,16-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1000,1200,1100,15-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,340,1000,1200,1100,14-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,340,1000,1200,1100,13-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1100,1200,1150,12-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1150,1250,1200,11-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1200,1300,1250,10-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1200,1310,1250,09-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1200,1320,1250,08-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1200,1400,1300,07-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1250,1350,1300,06-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,1200,1400,1300,05-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,210,1200,1400,1300,04-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1200,1400,1300,03-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,1200,1400,1300,02-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1260,1400,1320,01-Dec-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1300,1410,1350,29-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1300,1400,1350,28-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1310,1410,1350,27-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1300,1400,1350,26-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,350,1300,1400,1350,25-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1300,1400,1350,24-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1340,1460,1400,23-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1350,1450,1400,22-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,270,1350,1450,1400,21-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1320,1470,1420,18-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,270,1350,1470,1420,17-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1360,1460,1425,16-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1350,1450,1420,15-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1380,1480,1420,14-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1350,1450,1400,13-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1320,1450,1380,12-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,320,1300,1390,1350,11-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1200,1350,1300,10-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1200,1320,1260,09-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1200,1310,1250,08-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1200,1300,1250,07-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1250,1350,1300,06-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1250,1310,1300,03-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,295,1200,1320,1260,02-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,280,1200,1350,1260,01-Nov-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1150,1270,1230,30-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1150,1260,1220,29-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,270,1200,1270,1230,28-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1100,1270,1230,27-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,310,1050,1250,1190,26-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,330,1000,1200,1140,25-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1000,1210,1140,24-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,300,1000,1190,1140,23-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1000,1200,1150,22-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1000,1200,1150,21-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1080,1200,1120,20-Oct-21
Uttar Pradesh,Lucknow,Lucknow,Desi,Vegetables,290,1100,1200,1150,19-Oct-21
